ch,sOpen,sSlope,pOpen11,pOpen12,pOpen13,pOpen14,pOpen15,pOpen16,pOpen17,pOpen18,pOpen19,pOpen21,pOpen22,pOpen23,pOpen24,pOpen25,pOpen26,pOpen27,pOpen28,pOpen29,pSlope11,pSlope12,pSlope13,pSlope14,pSlope15,pSlope16,pSlope17,pSlope18,pSlope19,pSlope21,pSlope22,pSlope23,pSlope24,pSlope25,pSlope26,pSlope27,pSlope28,pSlope29
.........10.00000.,0.205174353,10.39184188,0,0,0,0,0,0,0,0,0,0.183035714,0.183035714,0.183035714,0.425925926,0.425925926,0.425925926,0.242152466,0.242152466,0.242152466,0,0,0,0,0,0,0,0,0,7.507747987,7.507747987,7.507747987,8.096314823,8.096314823,8.096314823,5.068015414,5.068015414,5.068015414
.........000000000,0.177767777,4.086961553,0,0,0,0,0,0,0,0,0,0.242152466,0.242152466,0.242152466,0.190045249,0.190045249,0.190045249,0.07239819,0.07239819,0.07239819,0,0,0,0,0,0,0,0,0,2.561716632,2.561716632,2.561716632,2.358299036,2.358299036,2.358299036,4.352174094,4.352174094,4.352174094
..........0.000000,0.562977958,5.204227299,0,0,0,0,0,0,0,0,0,0.659192825,0.659192825,0.659192825,0.675675676,0.675675676,0.675675676,0.47706422,0.47706422,0.47706422,0,0,0,0,0,0,0,0,0,5.147863119,5.147863119,5.147863119,4.762749784,4.762749784,4.762749784,5.904767925,5.904767925,5.904767925
.........00.00.01.,0.107311586,7.761945971,0,0,0,0,0,0,0,0,0,0.163716814,0.163716814,0.163716814,0.079646018,0.079646018,0.079646018,0,0,0,0,0,0,0,0,0,0,0,0,9.465396688,9.465396688,9.465396688,9.075765135,9.075765135,9.075765135,0,0,0
000......000101110,0.209934817,6.143601161,0.175824176,0.175824176,0.175824176,0.237288136,0.237288136,0.237288136,0.406779661,0.406779661,0.406779661,0.142857143,0.142857143,0.142857143,0.313636364,0.313636364,0.313636364,0.425925926,0.425925926,0.425925926,2.374267191,2.374267191,2.374267191,2.522506372,2.522506372,2.522506372,10.55188743,10.55188743,10.55188743,5.839057187,5.839057187,5.839057187,6.335562417,6.335562417,6.335562417,10.24505883,10.24505883,10.24505883
00.00....00000000.,0.41098357,8.913511139,0.522222222,0.522222222,0.522222222,0.287292818,0.287292818,0.287292818,0,0,0,0.399082569,0.399082569,0.399082569,0.522727273,0.522727273,0.522727273,0.393665158,0.393665158,0.393665158,5.934970057,5.934970057,5.934970057,7.450968695,7.450968695,7.450968695,0,0,0,7.47564037,7.47564037,7.47564037,8.414037825,8.414037825,8.414037825,7.093807098,7.093807098,7.093807098
00.0.....000001100,0.276265467,9.155634495,0.375690608,0.375690608,0.375690608,0.126373626,0.126373626,0.126373626,0,0,0,0.466367713,0.466367713,0.466367713,0.477272727,0.477272727,0.477272727,0.473214286,0.473214286,0.473214286,5.292353215,5.292353215,5.292353215,7.27218956,7.27218956,7.27218956,0,0,0,5.216207768,5.216207768,5.216207768,3.68739961,3.68739961,3.68739961,11.40945085,11.40945085,11.40945085
.........00.00.00.,0.167154106,11.34341517,0,0,0,0,0,0,0,0,0,0.192825112,0.192825112,0.192825112,0.25,0.25,0.25,0,0,0,0,0,0,0,0,0,0,0,0,16.11243905,16.11243905,16.11243905,9.209425481,9.209425481,9.209425481,0,0,0
010......11.10100.,0.141893411,5.621956927,0,0,0,0.143646409,0.143646409,0.143646409,0.016483516,0.016483516,0.016483516,0.333333333,0.333333333,0.333333333,0.040178571,0.040178571,0.040178571,0.022421525,0.022421525,0.022421525,6.258744111,6.258744111,6.258744111,4.83624791,4.83624791,4.83624791,5.627357268,5.627357268,5.627357268,3.855360045,3.855360045,3.855360045,3.071074419,3.071074419,3.071074419,5.865647823,5.865647823,5.865647823
.........00.00.00.,0.202113309,11.22996632,0,0,0,0,0,0,0,0,0,0.118181818,0.118181818,0.118181818,0.036199095,0.036199095,0.036199095,0,0,0,0,0,0,0,0,0,0,0,0,6.434672392,6.434672392,6.434672392,9.412942777,9.412942777,9.412942777,0,0,0
111110...000111.1.,0.102362205,8.904770453,0.259668508,0.259668508,0.259668508,0.214285714,0.214285714,0.214285714,0.028248588,0.028248588,0.028248588,0.192825112,0.192825112,0.192825112,0.252293578,0.252293578,0.252293578,0.121076233,0.121076233,0.121076233,8.140680879,8.140680879,8.140680879,4.876083037,4.876083037,4.876083037,9.347658906,9.347658906,9.347658906,5.208245995,5.208245995,5.208245995,8.678552875,8.678552875,8.678552875,9.116459812,9.116459812,9.116459812
000000...000000110,0.059140994,17.75773338,0.027624309,0.027624309,0.027624309,0.033519553,0.033519553,0.033519553,0.111731844,0.111731844,0.111731844,0.059360731,0.059360731,0.059360731,0.049773756,0.049773756,0.049773756,0.040909091,0.040909091,0.040909091,22.9651344,22.9651344,22.9651344,11.93217691,11.93217691,11.93217691,24.01984997,24.01984997,24.01984997,28.60009853,28.60009853,28.60009853,21.42513678,21.42513678,21.42513678,11.30249985,11.30249985,11.30249985
.........00.01.00.,0.092871599,11.46227115,0,0,0,0,0,0,0,0,0,0.03652968,0.03652968,0.03652968,0.036036036,0.036036036,0.036036036,0,0,0,0,0,0,0,0,0,0,0,0,10.89339184,10.89339184,10.89339184,11.16851624,11.16851624,11.16851624,0,0,0
.........000000000,0.033955476,8.750775911,0,0,0,0,0,0,0,0,0,0.023148148,0.023148148,0.023148148,0.022222222,0.022222222,0.022222222,0.00913242,0.00913242,0.00913242,0,0,0,0,0,0,0,0,0,12.38710465,12.38710465,12.38710465,5.456622673,5.456622673,5.456622673,9.410527855,9.410527855,9.410527855
.........0000000.0,0.322762033,4.413278149,0,0,0,0,0,0,0,0,0,0.31277533,0.31277533,0.31277533,0.417040359,0.417040359,0.417040359,0.217777778,0.217777778,0.217777778,0,0,0,0,0,0,0,0,0,3.265322962,3.265322962,3.265322962,2.956048774,2.956048774,2.956048774,3.43345204,3.43345204,3.43345204
.........000000000,0.312781278,8.507850588,0,0,0,0,0,0,0,0,0,0.296803653,0.296803653,0.296803653,0.366071429,0.366071429,0.366071429,0.355855856,0.355855856,0.355855856,0,0,0,0,0,0,0,0,0,3.910816155,3.910816155,3.910816155,3.371356823,3.371356823,3.371356823,12.26573579,12.26573579,12.26573579
.........00.00.00.,0.455793026,6.646435824,0,0,0,0,0,0,0,0,0,0.6359447,0.6359447,0.6359447,0.477876106,0.477876106,0.477876106,0,0,0,0,0,0,0,0,0,0,0,0,4.538686804,4.538686804,4.538686804,6.872748428,6.872748428,6.872748428,0,0,0
.........00.00.00.,0.161645683,11.3055409,0,0,0,0,0,0,0,0,0,0.036363636,0.036363636,0.036363636,0.045248869,0.045248869,0.045248869,0,0,0,0,0,0,0,0,0,0,0,0,13.93207922,13.93207922,13.93207922,5.876195274,5.876195274,5.876195274,0,0,0
.........000111000,0.222447143,5.186346437,0,0,0,0,0,0,0,0,0,0.174107143,0.174107143,0.174107143,0.066666667,0.066666667,0.066666667,0.233183857,0.233183857,0.233183857,0,0,0,0,0,0,0,0,0,4.759878432,4.759878432,4.759878432,3.061664706,3.061664706,3.061664706,4.157569353,4.157569353,4.157569353
00.......000000000,0.100337458,8.721899272,0.132596685,0.132596685,0.132596685,0.235955056,0.235955056,0.235955056,0,0,0,0.265765766,0.265765766,0.265765766,0.5,0.5,0.5,0.135135135,0.135135135,0.135135135,9.562491244,9.562491244,9.562491244,2.356661798,2.356661798,2.356661798,0,0,0,4.423337953,4.423337953,4.423337953,5.131411955,5.131411955,5.131411955,9.223023909,9.223023909,9.223023909
00.......000000000,0.254496403,11.11069163,0.183333333,0.183333333,0.183333333,0.016574586,0.016574586,0.016574586,0,0,0,0.196428571,0.196428571,0.196428571,0.145454545,0.145454545,0.145454545,0.551569507,0.551569507,0.551569507,4.7519406,4.7519406,4.7519406,7.100761735,7.100761735,7.100761735,0,0,0,15.50095587,15.50095587,15.50095587,3.800980272,3.800980272,3.800980272,15.63228893,15.63228893,15.63228893
00.......00.00.00.,0.209401709,6.524560577,0.022099448,0.022099448,0.022099448,0.039325843,0.039325843,0.039325843,0,0,0,0.235294118,0.235294118,0.235294118,0.063063063,0.063063063,0.063063063,0,0,0,4.704210454,4.704210454,4.704210454,9.633157403,9.633157403,9.633157403,0,0,0,4.540278157,4.540278157,4.540278157,3.229504882,3.229504882,3.229504882,0,0,0
.........111110000,0.151079137,7.211273211,0,0,0,0,0,0,0,0,0,0.278026906,0.278026906,0.278026906,0.053811659,0.053811659,0.053811659,0.504464286,0.504464286,0.504464286,0,0,0,0,0,0,0,0,0,4.983122755,4.983122755,4.983122755,7.885159914,7.885159914,7.885159914,5.901987263,5.901987263,5.901987263
00.......000000000,0.270416198,9.694024288,0.148351648,0.148351648,0.148351648,0.404494382,0.404494382,0.404494382,0,0,0,0.15625,0.15625,0.15625,0.252252252,0.252252252,0.252252252,0.390909091,0.390909091,0.390909091,3.548273421,3.548273421,3.548273421,0.865656954,0.865656954,0.865656954,0,0,0,6.672571198,6.672571198,6.672571198,4.632142127,4.632142127,4.632142127,9.273328807,9.273328807,9.273328807
001......00.01.000,0.056205036,11.50295767,0.038888889,0.038888889,0.038888889,0.016853933,0.016853933,0.016853933,0.066666667,0.066666667,0.066666667,0.013888889,0.013888889,0.013888889,0.058558559,0.058558559,0.058558559,0.013513514,0.013513514,0.013513514,10.73808714,10.73808714,10.73808714,6.875344761,6.875344761,6.875344761,17.77010079,17.77010079,17.77010079,10.27932474,10.27932474,10.27932474,17.3726422,17.3726422,17.3726422,7.90419827,7.90419827,7.90419827
00.......00.00.00.,0.18012143,4.559788362,0.033149171,0.033149171,0.033149171,0.20441989,0.20441989,0.20441989,0,0,0,0.258928571,0.258928571,0.258928571,0.311926606,0.311926606,0.311926606,0,0,0,2.548949062,2.548949062,2.548949062,17.74392822,17.74392822,17.74392822,0,0,0,8.400416909,8.400416909,8.400416909,9.818722143,9.818722143,9.818722143,0,0,0
000......00.00.00.,0.389914453,10.69801052,0.072222222,0.072222222,0.072222222,0.17679558,0.17679558,0.17679558,0,0,0,0.193693694,0.193693694,0.193693694,0.031818182,0.031818182,0.031818182,0,0,0,10.13430632,10.13430632,10.13430632,14.12429666,14.12429666,14.12429666,20.82763114,20.82763114,20.82763114,13.05396655,13.05396655,13.05396655,10.3953455,10.3953455,10.3953455,0,0,0
111......1010000.0,0.251630313,6.439019049,0.181318681,0.181318681,0.181318681,0.556179775,0.556179775,0.556179775,0.298342541,0.298342541,0.298342541,0.559633028,0.559633028,0.559633028,0.28,0.28,0.28,0.35,0.35,0.35,6.16746889,6.16746889,6.16746889,3.063866704,3.063866704,3.063866704,4.48130349,4.48130349,4.48130349,2.414455561,2.414455561,2.414455561,5.750225755,5.750225755,5.750225755,9.162134752,9.162134752,9.162134752
.........00.00000.,0.221272768,4.36176296,0,0,0,0,0,0,0,0,0,0.004444444,0.004444444,0.004444444,0.318181818,0.318181818,0.318181818,0.526785714,0.526785714,0.526785714,0,0,0,0,0,0,0,0,0,4.242552964,4.242552964,4.242552964,6.71297011,6.71297011,6.71297011,3.999206529,3.999206529,3.999206529
.........00.00.00.,0.133408324,8.983524808,0,0,0,0,0,0,0,0,0,0.142222222,0.142222222,0.142222222,0.053811659,0.053811659,0.053811659,0,0,0,0,0,0,0,0,0,0,0,0,15.39019998,15.39019998,15.39019998,15.16181989,15.16181989,15.16181989,0,0,0
.........000000000,0.141218799,6.517576168,0,0,0,0,0,0,0,0,0,0.235294118,0.235294118,0.235294118,0.138392857,0.138392857,0.138392857,0.09375,0.09375,0.09375,0,0,0,0,0,0,0,0,0,8.095761883,8.095761883,8.095761883,8.213097194,8.213097194,8.213097194,8.876747645,8.876747645,8.876747645
.........00.00.00.,0.372526978,4.079189847,0,0,0,0,0,0,0,0,0,0.198198198,0.198198198,0.198198198,0.151376147,0.151376147,0.151376147,0,0,0,0,0,0,0,0,0,0,0,0,1.362043755,1.362043755,1.362043755,3.671349134,3.671349134,3.671349134,0,0,0
000.00...10011.111,0.145622327,5.245516418,0.033333333,0.033333333,0.033333333,0.039548023,0.039548023,0.039548023,0.129213483,0.129213483,0.129213483,0.067567568,0.067567568,0.067567568,0.04954955,0.04954955,0.04954955,0.132743363,0.132743363,0.132743363,8.26946458,8.26946458,8.26946458,4.274023287,4.274023287,4.274023287,3.960113281,3.960113281,3.960113281,5.480656264,5.480656264,5.480656264,3.957087402,3.957087402,3.957087402,4.580126247,4.580126247,4.580126247
11.100...00.00..0.,0.092155541,6.465777325,0.033149171,0.033149171,0.033149171,0.011111111,0.011111111,0.011111111,0.276243094,0.276243094,0.276243094,0.202702703,0.202702703,0.202702703,0.20361991,0.20361991,0.20361991,0,0,0,6.525977325,6.525977325,6.525977325,10.16123763,10.16123763,10.16123763,6.953942658,6.953942658,6.953942658,6.948132935,6.948132935,6.948132935,5.714876873,5.714876873,5.714876873,0,0,0
.........110010000,0.074865108,7.788853244,0,0,0,0,0,0,0,0,0,0.049327354,0.049327354,0.049327354,0.017857143,0.017857143,0.017857143,0.013392857,0.013392857,0.013392857,0,0,0,0,0,0,0,0,0,2.467905808,2.467905808,2.467905808,5.376367312,5.376367312,5.376367312,6.71898913,6.71898913,6.71898913
.........00.00000.,0.418897638,8.87384242,0,0,0,0,0,0,0,0,0,0.361607143,0.361607143,0.361607143,0.532110092,0.532110092,0.532110092,0,0,0,0,0,0,0,0,0,0,0,0,14.88708782,14.88708782,14.88708782,9.655869431,9.655869431,9.655869431,0,0,0
00.00....00.00000.,0.064508878,5.136723259,0.033149171,0.033149171,0.033149171,0.005555556,0.005555556,0.005555556,0,0,0,0.026431718,0.026431718,0.026431718,0,0,0,0.013513514,0.013513514,0.013513514,8.335735894,8.335735894,8.335735894,4.841895574,4.841895574,4.841895574,0,0,0,7.351919163,7.351919163,7.351919163,6.357554234,6.357554234,6.357554234,4.037192688,4.037192688,4.037192688
000000...000000000,0.025174196,3.870440461,0.038888889,0.038888889,0.038888889,0.005555556,0.005555556,0.005555556,0.02259887,0.02259887,0.02259887,0.00456621,0.00456621,0.00456621,0.045454545,0.045454545,0.045454545,0.026785714,0.026785714,0.026785714,3.015100964,3.015100964,3.015100964,2.728844144,2.728844144,2.728844144,2.760607679,2.760607679,2.760607679,2.774551053,2.774551053,2.774551053,3.033276112,3.033276112,3.033276112,2.24592853,2.24592853,2.24592853
100000...000001001,0.14796492,8.800165621,0.027932961,0.027932961,0.027932961,0,0,0,0.010989011,0.010989011,0.010989011,0,0,0,0.018181818,0.018181818,0.018181818,0.004444444,0.004444444,0.004444444,5.145054525,5.145054525,5.145054525,1.401921615,1.401921615,1.401921615,10.58963402,10.58963402,10.58963402,3.870442608,3.870442608,3.870442608,3.997081979,3.997081979,3.997081979,2.594816746,2.594816746,2.594816746
00.00....00.00.00.,0.372077338,8.103529797,0.491712707,0.491712707,0.491712707,0.144444444,0.144444444,0.144444444,0,0,0,0.605381166,0.605381166,0.605381166,0.479820628,0.479820628,0.479820628,0,0,0,4.013911997,4.013911997,4.013911997,5.27100409,5.27100409,5.27100409,0,0,0,2.807677385,2.807677385,2.807677385,5.508954321,5.508954321,5.508954321,0,0,0
00.00....000000000,0.35739991,10.70212663,0.691011236,0.691011236,0.691011236,0.604519774,0.604519774,0.604519774,0,0,0,0.334801762,0.334801762,0.334801762,0.544642857,0.544642857,0.544642857,0.302752294,0.302752294,0.302752294,12.02852844,12.02852844,12.02852844,10.08594583,10.08594583,10.08594583,0,0,0,8.529465274,8.529465274,8.529465274,13.71965461,13.71965461,13.71965461,12.62181619,12.62181619,12.62181619
.........00000000.,0.204632336,11.17260432,0,0,0,0,0,0,0,0,0,0.073059361,0.073059361,0.073059361,0.25462963,0.25462963,0.25462963,0.075892857,0.075892857,0.075892857,0,0,0,0,0,0,0,0,0,3.618563449,3.618563449,3.618563449,7.141839551,7.141839551,7.141839551,15.18920357,15.18920357,15.18920357
.........00.00.00.,0.476940382,11.99918982,0,0,0,0,0,0,0,0,0,0.515837104,0.515837104,0.515837104,0.387387387,0.387387387,0.387387387,0,0,0,0,0,0,0,0,0,0,0,0,10.33475039,10.33475039,10.33475039,14.76829994,14.76829994,14.76829994,0,0,0
