ch weight age sex region
0001101 12.0025031 2 F 4
0001110 11.3110087 2 F 1
0001100 12.0156722 2 F 2
0001011 11.6795275 2 F 3
0001100  7.3798482 2 F 4
0001000 13.4966386 2 F 1
0001100 11.2201236 2 F 2
0001100 12.5847920 2 F 3
0001100 10.7295308 2 F 4
0001000  9.9311841 2 F 1
0001101  6.4573199 2 F 2
0001100  7.5480722 2 F 3
0001100 13.2633252 2 F 4
0001110 15.6785572 2 F 1
0001000  9.9668289 2 F 2
0001100  9.5792564 2 F 3
0001000 12.6538880 2 F 4
0001101  4.2961991 2 F 1
0001111 11.7107060 2 F 2
0001100  5.6628696 2 F 3
0001100  9.9019954 2 F 4
0001100 11.3716654 2 F 1
0001000 11.9979249 2 F 2
0001000 10.5775591 2 F 3
0001000  5.7949525 2 F 4
0001000  6.3210058 2 F 1
0001000 10.6171205 2 F 2
0001000 12.4338176 2 F 3
0001000  9.5945187 2 F 4
0001101 14.6475366 2 F 1
0001101 11.5030640 2 F 2
0001100  9.7232828 2 F 3
0001101 10.6060641 2 F 4
0001000  9.5944291 2 F 1
0001000  9.5137082 2 F 2
0001000  8.7709202 2 F 3
0001101  6.1378713 2 F 4
0001110  7.3972707 2 F 1
0001100  4.2313265 2 F 2
0001100 10.6455197 2 F 3
0001000  9.0167837 2 F 4
0001111 11.9186706 2 F 1
0001100  5.9030411 2 F 2
0001010 10.2618742 2 F 3
0001000  8.1288414 2 F 4
0001000  8.9093856 2 F 1
0001100 12.6281080 2 F 2
0001100  8.3011117 2 F 3
0001000  7.1406637 2 F 4
0001110 13.3996174 2 F 1
0001100 10.5692122 2 F 2
0001000 10.6571653 2 F 3
0001101 11.2977728 2 F 4
0001000  9.6911338 2 F 1
0001000 16.6315239 2 F 2
0001000 11.2694494 2 F 3
0001100 12.0686290 2 F 4
0001000  4.2945892 2 F 1
0001100  7.4988571 2 F 2
0001000 12.1818929 2 F 3
0001011 15.5392363 2 F 4
0001111 10.1223176 2 F 1
0001000 10.6084444 2 F 2
0001101  6.8303159 2 F 3
0001111 16.0838469 2 F 4
0001000  6.6767864 2 F 1
0001000  8.0040415 2 F 2
0001000 11.0951491 2 F 3
0001000 10.8559530 2 F 4
0001110 15.8468958 2 F 1
0001110  9.7634038 2 F 2
0001110  9.4687289 2 F 3
0001100 10.0928848 2 F 4
0001000 13.6057599 2 F 1
0001100  7.7390470 2 F 2
0001100 12.3469568 2 F 3
0001100  8.0475935 2 F 4
0001000 12.8994492 2 F 1
0001110  8.8239680 2 F 2
0001000 13.0809972 2 F 3
0001000 10.5644800 2 F 4
0001100  6.4068688 2 F 1
0001000 15.2907380 2 F 2
0001000  5.0317132 2 F 3
0001100 16.2418228 2 F 4
0001000  8.8130944 2 F 1
0001110  9.9883884 2 F 2
0001111  9.9423405 2 F 3
0001000 11.5448941 2 F 4
0001111  8.1761142 2 F 1
0001000 14.5548143 2 F 2
0001000  9.3191665 2 F 3
0001101 13.3911774 2 F 4
0001011 10.8403936 2 F 1
0001100 11.0804243 2 F 2
0001010 12.2015731 2 F 3
0001100 12.2520953 2 F 4
0001011  9.3106154 2 F 1
0001100  9.0037229 2 F 2
0001111  9.3051839 2 F 3
0001000  9.7947944 2 F 4
0001100 12.1399352 2 F 1
0001000  8.4828458 2 F 2
0001011  9.7508109 2 F 3
0001111 13.1555102 2 F 4
0001010  7.0051842 2 F 1
0001000  7.9385052 2 F 2
0001110  8.9504050 2 F 3
0001111  5.5198133 2 F 4
0001100  4.7167999 2 F 1
0001101  9.9787310 2 F 2
0001100 10.4004412 2 F 3
0001110 10.0453538 2 F 4
0001100 12.2705168 2 F 1
0001111  3.7153067 2 F 2
0001100  3.9359508 2 F 3
0001000 11.4589122 2 F 4
0001000  7.5116226 2 F 1
0001100  8.1525496 2 F 2
0001000  9.0921734 2 F 3
0001101  9.4909517 2 F 4
0001111 12.6726327 2 F 1
0001000 13.9458777 2 F 2
0001101 11.6852724 2 F 3
0001100 12.9832307 2 F 4
0001100  2.6939375 2 F 1
0001100 10.2974756 2 F 2
0001100  8.8989231 2 F 3
0001000  8.9024608 2 F 4
0001111 11.6533376 2 F 1
0001110 12.9338726 2 F 2
0001111 14.2325064 2 F 3
0001100  8.5233726 2 F 4
0001000 10.2848014 2 F 1
0001000  9.2143701 2 F 2
0001000  5.9185950 2 F 3
0001000  8.0314037 2 F 4
0001000 12.0138653 2 F 1
0001000  9.0136022 2 F 2
0001001 14.2159699 2 F 3
0001111  9.5999904 2 F 4
0001000  9.5679301 2 F 1
0001100  6.8425602 2 F 2
0001111  9.6965354 2 F 3
0001100 10.4476455 2 F 4
0001000  9.2668413 2 F 1
0001110  7.5654493 2 F 2
0001000  9.2958378 2 F 3
0001010  8.4241338 2 F 4
0001000  9.6084623 2 F 1
0001000  8.6414932 2 F 2
0001000  7.8866693 2 F 3
0001111  8.3888317 2 F 4
0001101  8.8330740 2 F 1
0001100 10.5980415 2 F 2
0001000 17.5108377 2 F 3
0001100  7.1741848 2 F 4
0001110 12.7207301 2 F 1
0001111  7.4105130 2 F 2
0001000 10.0202196 2 F 3
0001001 14.6333436 2 F 4
0001000 11.8251591 2 F 1
0001011  6.7929327 2 F 2
0001101 10.1528575 2 F 3
0001000 10.8866433 2 F 4
0001010 12.5867974 2 F 1
0001000  7.4244795 2 F 2
0001100  6.2700333 2 F 3
0001000 11.4442758 2 F 4
0001101  8.3998985 2 F 1
0001000 12.3101782 2 F 2
0001100  7.7843256 2 F 3
0001000 12.7159740 2 F 4
0001100 11.2022802 2 F 1
0001000  6.8746881 2 F 2
0001000 10.6215085 2 F 3
0001110  5.7573028 2 F 4
0001000  7.6338438 2 F 1
0001000 10.7159787 2 F 2
0001001 13.0870564 2 F 3
0001000  4.8243851 2 F 4
0001001  8.0037731 2 F 1
0001111  9.9459118 2 F 2
0001001 11.0629521 2 F 3
0001000 13.3945614 2 F 4
0001111 13.9848680 2 F 1
0001100  5.6568634 2 F 2
0001100 14.9698894 2 F 3
0001100 10.2988336 2 F 4
0001000 17.1252131 2 F 1
0001101 11.4806592 2 F 2
0001000  8.4107649 2 F 3
0001100 11.4271329 2 F 4
0001100  8.9069777 2 F 1
0001000  9.1242664 2 F 2
0001110 10.4872769 2 F 3
0001000 11.3104403 2 F 4
0001100  7.9914065 2 F 1
0001111 10.6729872 2 F 2
0001111 13.2871341 2 F 3
0001000 14.9331613 2 F 4
0001101  8.3766118 2 F 1
0001111  7.4684019 2 F 2
0001000 11.2333051 2 F 3
0001111  8.1857503 2 F 4
0001100  8.0575786 2 F 1
0001000 12.9201697 2 F 2
0001100 10.5538481 2 F 3
0001000  8.5874218 2 F 4
0001101  9.4286736 2 F 1
0001000  7.6230725 2 F 2
0001000 13.7983135 2 F 3
0001100 11.5667033 2 F 4
0001000  8.6919437 2 F 1
0001100  5.0248446 2 F 2
0001000 13.1572859 2 F 3
0001000 13.5000643 2 F 4
0001000 13.3403747 2 F 1
0001001  7.2721976 2 F 2
0001000  9.0865708 2 F 3
0001100 15.4007675 2 F 4
0001000 10.4084135 2 F 1
0001100  9.4957220 2 F 2
0001000  9.7374922 2 F 3
0001000 10.5119506 2 F 4
0001100 14.2820251 2 F 1
0001100 11.0205998 2 F 2
0001000  8.0930300 2 F 3
0001100 10.3180921 2 F 4
0001000 10.7062700 2 F 1
0001000 17.5354057 2 F 2
0001101 12.7650622 2 F 3
0001111  6.3434340 2 F 4
0001101 10.6066763 2 F 1
0001100  9.6936873 2 F 2
0001100  8.9408644 2 F 3
0001000 11.3639871 2 F 4
0001001  8.8455939 2 F 1
0001101 15.7151953 2 F 2
0001111  8.4558171 2 F 3
0001100  9.6248305 2 F 4
0001000  4.0336784 2 F 1
0001111 14.8970178 2 F 2
0001111 10.2984940 2 F 3
0001000  9.7359265 2 F 4
0001000  7.8649545 2 F 1
0001111  8.6339646 2 F 2
0001000  8.1025425 2 F 3
0001000  2.0947648 2 F 4
0001100 10.3935749 2 F 1
0001010  9.7902186 2 F 2
0001101  8.0013878 2 F 3
0001100  7.5841571 2 F 4
0001000  7.0936804 2 F 1
0001000 11.8377433 2 F 2
0001000 11.2904722 2 F 3
0001000 10.1065393 2 F 4
0001000 13.6173498 2 F 1
0001001 13.9853007 2 F 2
0001111  5.5113928 2 F 3
0001100  9.7976070 2 F 4
0001111 10.1388869 2 F 1
0001111 11.5147956 2 F 2
0001100  5.0774554 2 F 3
0001000 10.7678797 2 F 4
0001111 13.2273057 2 F 1
0001101 12.1767334 2 F 2
0001100  8.9284336 2 F 3
0001001 14.9523456 2 F 4
0001101  7.2454475 2 F 1
0001101 11.7765084 2 F 2
0001000  8.4493357 2 F 3
0001011  9.2225965 2 F 4
0001111 10.0808885 2 F 1
0001000  8.9018154 2 F 2
0001111  5.2306328 2 F 3
0001100  9.5604945 2 F 4
0001101  9.9198126 2 F 1
0001000 14.6745575 2 F 2
0001100  7.4693925 2 F 3
0001000 13.6597400 2 F 4
0001100  7.7150356 2 F 1
0001000  5.9692896 2 F 2
0001000  4.8926792 2 F 3
0001100  9.1226163 2 F 4
0001100 11.7972004 2 F 1
0001101  8.8171838 2 F 2
0001100 10.0200772 2 F 3
0001100  8.2834561 2 F 4
0001100 10.1126356 2 F 1
0001100  9.5653572 2 F 2
0001111 10.1458049 2 F 3
0001000  8.8704319 2 F 4
0001000  8.5760267 2 F 1
0001100  6.8057766 2 F 2
0001111 10.6493982 2 F 3
0001000  7.5538718 2 F 4
0001101  9.8176881 2 F 1
0001011  9.7550963 2 F 2
0001100  8.6126075 2 F 3
0001000 14.5827275 2 F 4
0001000 15.7870946 2 F 1
0001000  9.9633313 2 F 2
0001000 14.5548867 2 F 3
0001000  9.5296731 2 F 4
0001100  4.0332927 2 F 1
0001000  6.9746911 2 F 2
0001100 10.4731470 2 F 3
0001000 10.1316688 2 F 4
0001101 11.3823707 2 F 1
0001101 11.7223798 2 F 2
0001000  6.3847110 2 F 3
0001100 11.2505902 2 F 4
0001011 10.8106555 2 F 1
0001100  7.1594727 2 F 2
0001011  7.0657990 2 F 3
0001110 10.3409780 2 F 4
0001101 11.1166573 2 F 1
0001100 14.5119077 2 F 2
0001100 12.4402055 2 F 3
0001000 10.6117625 2 F 4
0001000 14.6974520 2 F 1
0001000  5.5079051 2 F 2
0001101  8.4525275 2 F 3
0001100 11.9928677 2 F 4
0001111  9.1121935 2 F 1
0001101 14.8030786 2 F 2
0001101  2.5750310 2 F 3
0001000  7.0671101 2 F 4
0001010  5.9007306 2 F 1
0001100  8.9200535 2 F 2
0001010 10.9959807 2 F 3
0001000  5.1476466 2 F 4
0001000  8.7165305 2 F 1
0001100 14.7932328 2 F 2
0001101 14.5222299 2 F 3
0001000  7.9239090 2 F 4
0001110 11.9670597 2 F 1
0001000  7.7020900 2 F 2
0001010 13.4337027 2 F 3
0001000 13.1214805 2 F 4
0001110 13.3990897 2 F 1
0001100 11.1679946 2 F 2
0001100  6.4615376 2 F 3
0001010 10.7511780 2 F 4
0001100  8.0548916 2 F 1
0001000 16.0252551 2 F 2
0001011  6.9439592 2 F 3
0001000  5.0217735 2 F 4
0001100  9.4084756 2 F 1
0001000 10.4132414 2 F 2
0001000  2.4712313 2 F 3
0001111 10.6030134 2 F 4
0001111 11.2136837 2 F 1
0001000 14.9644062 2 F 2
0001100  8.5828491 2 F 3
0001000  9.2646962 2 F 4
0001000 14.1521965 2 F 1
0001111 13.1914763 2 F 2
0001100 11.6807464 2 F 3
0001000 11.3507022 2 F 4
0001000  9.2847211 2 F 1
0001100 11.4507892 2 F 2
0001000 13.5157731 2 F 3
0001111  6.6856639 2 F 4
0001011  9.7222020 2 F 1
0001100 11.6237644 2 F 2
0001000  7.7118619 2 F 3
0001100  9.4877547 2 F 4
0001101 11.1598336 2 F 1
0001000  9.8327759 2 F 2
0001111  7.6076504 2 F 3
0001100  9.5146887 2 F 4
0001000 11.4259053 2 F 1
0001000  8.9096398 2 F 2
0001000  7.3451087 2 F 3
0001111  8.8144189 2 F 4
0001000 14.7213919 2 F 1
0001111  7.2567378 2 F 2
0001100  7.5147305 2 F 3
0001000  9.6635250 2 F 4
0001000 10.9504964 2 F 1
0001110  8.6776764 2 F 2
0001000 18.1340383 2 F 3
0001001 11.2002799 2 F 4
0001010  6.5596700 2 F 1
0001000  7.1077462 2 F 2
0001000  5.5793650 2 F 3
0001100 10.3334327 2 F 4
0001011 11.7715623 2 F 1
0001100  5.9057298 2 F 2
0001100 13.0274507 2 F 3
0001000 14.8306189 2 F 4
0001000  9.8198094 2 F 1
0001000 10.6779331 2 F 2
0001100  3.2409887 2 F 3
0001101  9.0291512 2 F 4
0001100  8.7769034 2 F 1
0001100  8.4760591 2 F 2
0001100 13.7798884 2 F 3
0001100 12.5787206 2 F 4
0001101 10.5658530 2 F 1
0001100  9.1343220 2 F 2
0001011 10.4899914 2 F 3
0001011  3.7265483 2 F 4
0001101  3.6782754 2 F 1
0001100 12.9945431 2 F 2
0001101  9.0302005 2 F 3
0001100 11.8857418 2 F 4
0001011 10.8768953 2 F 1
0001100 12.5630239 2 F 2
0001000 14.6240552 2 F 3
0001000 12.3000003 2 F 4
0001010  6.0054595 2 F 1
0001000  9.6887028 2 F 2
0001000 12.8266453 2 F 3
0001100  7.2740131 2 F 4
0001010  9.7044722 2 F 1
0001000  6.5078849 2 F 2
0001111 11.0932793 2 F 3
0001101  7.6441380 2 F 4
0001001  7.4998088 2 F 1
0001010 13.9422203 2 F 2
0001100  9.3110267 2 F 3
0001100 12.8760256 2 F 4
0001100  5.9298807 2 F 1
0001100 11.5013060 2 F 2
0001000  7.9703048 2 F 3
0001110  8.2878144 2 F 4
0001100 11.4583553 2 F 1
0001100 11.6694687 2 F 2
0001111  9.6364872 2 F 3
0001010 16.7963932 2 F 4
0001100 11.9296688 2 F 1
0001100 10.2064043 2 F 2
0001100 13.0407909 2 F 3
0001100 11.2298109 2 F 4
0001000 12.5520442 2 F 1
0001111 12.4145989 2 F 2
0001000 11.6301001 2 F 3
0001111  3.1097197 2 F 4
0001100  7.5073033 2 F 1
0001101 10.8173398 2 F 2
0001000 10.2493277 2 F 3
0001000 10.9482866 2 F 4
0001000 13.6876267 2 F 1
0001101 11.0737959 2 F 2
0001000 14.6156614 2 F 3
0001110 11.5019405 2 F 4
0001000 12.1905813 2 F 1
0001100  4.1089833 2 F 2
0001000  7.3296689 2 F 3
0001000 11.2219699 2 F 4
0001100 10.8929088 2 F 1
0001100 14.9980245 2 F 2
0001100 12.3941723 2 F 3
0001011  2.9938945 2 F 4
0001000  9.3722560 2 F 1
0001000  5.5833327 2 F 2
0001000  6.6155861 2 F 3
0001100  8.7880829 2 F 4
0001101 10.2495349 2 F 1
0001111 11.1231237 2 F 2
0001000 11.7480940 2 F 3
0001110 11.2093443 2 F 4
0001100  9.3369361 2 F 1
0001111 10.0466923 2 F 2
0001101  6.4648710 2 F 3
0001100 10.3430168 2 F 4
0001010 13.8780803 2 F 1
0001110 13.2474883 2 F 2
0001110 13.1655011 2 F 3
0001000  9.8217442 2 F 4
0001100 12.1276325 2 F 1
0001000  4.7841261 2 F 2
0001110 10.0306117 2 F 3
0001000 11.6764822 2 F 4
0001000 10.9781461 2 F 1
0001000 14.5306790 2 F 2
0001100  8.6354368 2 F 3
0001000 10.9019637 2 F 4
0001100 11.1223880 2 F 1
0001000  9.3984336 2 F 2
0001111  9.8480365 2 F 3
0001100 14.0799187 2 F 4
0001101 17.7512802 2 F 1
0001100 11.3973242 2 F 2
0001100  8.4155069 2 F 3
0001100 13.9134258 2 F 4
0001111 12.6259976 2 F 1
0001000 11.9746232 2 F 2
0001100  2.8845504 2 F 3
0001110  5.1369699 2 F 4
0001100  5.1842378 2 F 1
0001100  8.5202206 2 F 2
0001010 12.9129888 2 F 3
0001101 10.1937753 2 F 4
0001000  9.5230082 2 F 1
0001000  7.4782877 2 F 2
0001011  9.3604362 2 F 3
0001100  7.5578973 2 F 4
0001111 10.0713006 2 F 1
0001000 14.8331438 2 F 2
0001000 10.2433112 2 F 3
0001000  6.1058230 2 F 4
0000100  7.3082436 3 F 1
0000111  7.3980116 3 F 2
0000100  7.6287766 3 F 3
0000100 12.0864418 3 F 4
0000101 12.0482252 3 F 1
0000100  7.3296749 3 F 2
0000100 15.7583819 3 F 3
0000100  7.9176898 3 F 4
0000100 10.9152955 3 F 1
0000101  7.6575501 3 F 2
0000100 11.6109978 3 F 3
0000110 11.3932173 3 F 4
0000100 12.7759292 3 F 1
0000110  4.5953749 3 F 2
0000100  9.4819056 3 F 3
0000111 10.5441428 3 F 4
0000110  9.8615395 3 F 1
0000100 13.0684388 3 F 2
0000100 10.6809482 3 F 3
0000101 11.8400998 3 F 4
0000100  6.5388862 3 F 1
0000100  5.4829189 3 F 2
0000110 10.9964882 3 F 3
0000100 12.8658095 3 F 4
0000100 13.9461124 3 F 1
0000101  0.5752654 3 F 2
0000101 10.2902101 3 F 3
0000100 14.3685439 3 F 4
0000100  6.3193524 3 F 1
0000100 12.0841461 3 F 2
0000100 12.1060222 3 F 3
0000100  4.2527697 3 F 4
0000100  9.6619987 3 F 1
0000110  5.8753775 3 F 2
0000100 12.4037340 3 F 3
0000100 10.5329307 3 F 4
0000100 11.8694843 3 F 1
0000100  6.7719945 3 F 2
0000110  9.3610975 3 F 3
0000100  6.8069140 3 F 4
0000100  5.4647797 3 F 1
0000100 12.3643095 3 F 2
0000100 10.5335447 3 F 3
0000100 10.3102138 3 F 4
0000100 11.1833461 3 F 1
0000100  9.1721772 3 F 2
0000100 14.4749965 3 F 3
0000100  9.2648012 3 F 4
0000111  3.5720670 3 F 1
0000100 10.9334298 3 F 2
0000100  8.6706262 3 F 3
0000100  8.7359670 3 F 4
0000111  6.9400770 3 F 1
0000110  9.2469969 3 F 2
0000101  8.5289506 3 F 3
0000110 12.6967561 3 F 4
0000101  8.6474777 3 F 1
0000100 11.8477283 3 F 2
0000100  5.5267792 3 F 3
0000111 11.4762347 3 F 4
0000110 17.5770104 3 F 1
0000100  9.6281785 3 F 2
0000100 14.2631168 3 F 3
0000101  9.1035157 3 F 4
0000100 13.6944067 3 F 1
0000100  8.0229794 3 F 2
0000100  5.6929981 3 F 3
0000101  8.0691076 3 F 4
0000101 13.7148785 3 F 1
0000111  6.9503033 3 F 2
0000100  3.5844372 3 F 3
0000111 11.2662706 3 F 4
0000100  8.6281683 3 F 1
0000100 10.9066871 3 F 2
0000100  5.4462703 3 F 3
0000101 11.1797784 3 F 4
0000111  9.3132793 3 F 1
0000100  8.7037757 3 F 2
0000100  8.4740833 3 F 3
0000101  9.3688222 3 F 4
0000100  7.6737299 3 F 1
0000100  8.8873535 3 F 2
0000110  7.9003307 3 F 3
0000100 12.2563748 3 F 4
0000110 11.1258421 3 F 1
0000100  5.8139316 3 F 2
0000101  9.5914990 3 F 3
0000111 11.3137608 3 F 4
0000100 12.4748856 3 F 1
0000100  7.6579534 3 F 2
0000100 11.9386910 3 F 3
0000100 10.3479166 3 F 4
0000111  9.7426826 3 F 1
0000111 12.9105585 3 F 2
0000100 12.0435429 3 F 3
0000101  5.1701691 3 F 4
0000100  9.9230539 3 F 1
0000111  9.9052540 3 F 2
0000100  0.8749118 3 F 3
0000101 11.8539151 3 F 4
0000100  7.3685456 3 F 1
0000101 10.3814218 3 F 2
0000111 14.8180970 3 F 3
0000100 12.0110058 3 F 4
0000100 10.7236694 3 F 1
0000100 14.8954260 3 F 2
0000110  9.6222265 3 F 3
0000111  8.9283710 3 F 4
0000111 11.3821917 3 F 1
0000100 13.0352461 3 F 2
0000100 10.8921869 3 F 3
0000111 16.3275924 3 F 4
0000111 10.3067795 3 F 1
0000101  7.3062650 3 F 2
0000100 12.3404633 3 F 3
0000100 12.4775025 3 F 4
0000101 13.2685332 3 F 1
0000100  6.9214875 3 F 2
0000100  7.6409750 3 F 3
0000100 10.8981894 3 F 4
0000100  8.6962010 3 F 1
0000100  9.1006899 3 F 2
0000100 11.5477297 3 F 3
0000100  6.8749269 3 F 4
0000101 12.9030769 3 F 1
0000100  6.1407874 3 F 2
0000100  4.6880684 3 F 3
0000101  8.6394162 3 F 4
0000100  2.0262924 3 F 1
0000100  9.8274278 3 F 2
0000100  6.2516451 3 F 3
0000100  8.8855737 3 F 4
0000100  7.9421998 3 F 1
0000100 10.1197546 3 F 2
0000100 13.5972774 3 F 3
0000100  2.8996241 3 F 4
0000101 11.4451477 3 F 1
0000100 10.8637802 3 F 2
0000100  7.4543327 3 F 3
0000111 12.1193614 3 F 4
0000100  6.9469547 3 F 1
0000111  8.6336414 3 F 2
0000100 10.2048428 3 F 3
0000100  8.7671601 3 F 4
0000100 11.6346782 3 F 1
0000100 11.0071166 3 F 2
0000101 10.0469216 3 F 3
0000100  5.9022464 3 F 4
0000100  5.6260368 3 F 1
0000100 15.2014163 3 F 2
0000100 11.7218326 3 F 3
0000110  8.7583032 3 F 4
0000100  4.3597571 3 F 1
0000100 11.6309325 3 F 2
0000100 11.7947535 3 F 3
0000100  9.5115389 3 F 4
0000100 12.7920554 3 F 1
0000100  9.5670792 3 F 2
0000101  9.2077439 3 F 3
0000101  8.5962974 3 F 4
0000111  5.8659875 3 F 1
0000100 11.0307943 3 F 2
0000100  9.7635119 3 F 3
0000100 10.7589349 3 F 4
0000101 12.7790068 3 F 1
0000100 12.0275921 3 F 2
0000100  7.8394831 3 F 3
0000100  9.1328645 3 F 4
0000110 11.1676630 3 F 1
0000110 13.2802176 3 F 2
0000110 13.8341913 3 F 3
0000100  9.4689982 3 F 4
0000100  5.1700669 3 F 1
0000100  4.7679096 3 F 2
0000100 12.4581655 3 F 3
0000100  7.8298663 3 F 4
0000100  7.8609661 3 F 1
0000111 11.6248098 3 F 2
0000100  9.8134007 3 F 3
0000100 11.3732120 3 F 4
0000100 14.3716446 3 F 1
0000111 10.5668469 3 F 2
0000100  9.7852276 3 F 3
0000111  6.0378261 3 F 4
0000101  6.9128811 3 F 1
0000101 10.4285900 3 F 2
0000100 12.0888818 3 F 3
0000100  6.2173902 3 F 4
0000100 11.3953640 3 F 1
0000111 12.5909781 3 F 2
0000111  8.4623276 3 F 3
0000110 11.2648097 3 F 4
0000101 16.2508019 3 F 1
0000111 13.0751349 3 F 2
0000111  9.9464119 3 F 3
0000100 12.3092516 3 F 4
0000111  9.2104377 3 F 1
0000110 11.2065007 3 F 2
0000111  8.2871295 3 F 3
0000110  8.6577017 3 F 4
0000111  7.4840434 3 F 1
0000101 11.0948348 3 F 2
0000111  8.9589720 3 F 3
0000110 11.4360945 3 F 4
0000100 10.9506242 3 F 1
0000100  2.4831669 3 F 2
0000101 10.1944581 3 F 3
0000100  5.3960511 3 F 4
0000100 10.5819645 3 F 1
0000100 12.1418484 3 F 2
0000100 10.3528651 3 F 3
0000100  8.2203514 3 F 4
0000100  9.3011151 3 F 1
0000111 15.7640292 3 F 2
0000100  4.2044247 3 F 3
0000100  9.2709454 3 F 4
0000100 10.9511189 3 F 1
0000111 13.0157275 3 F 2
0000101 13.5286798 3 F 3
0000100 13.0346063 3 F 4
0000101 12.4439769 3 F 1
0000101  8.4035253 3 F 2
0000100 10.7158737 3 F 3
0000100 13.4892838 3 F 4
0000100  8.4302658 3 F 1
0000100 10.8910240 3 F 2
0000110 10.2319086 3 F 3
0000100  6.7251373 3 F 4
0000110 12.6358198 3 F 1
0000100 10.5666846 3 F 2
0000111 10.0517806 3 F 3
0000100  5.9041495 3 F 4
0000100 10.8590113 3 F 1
0000100  8.5606268 3 F 2
0000100 12.0412940 3 F 3
0000100  7.7216355 3 F 4
0000100 14.8296396 3 F 1
0000111  8.0575365 3 F 2
0000100 10.9036759 3 F 3
0000100 11.6931906 3 F 4
0000100  5.5957965 3 F 1
0000101  9.5448262 3 F 2
0000100  6.9674640 3 F 3
0000100 11.7846917 3 F 4
0000101 14.8021453 3 F 1
0000111  9.8357332 3 F 2
0000100 14.0277072 3 F 3
0000100 10.1611644 3 F 4
0000100  6.7060336 3 F 1
0000100  9.5454043 3 F 2
0000111  1.9501549 3 F 3
0000100  7.0987727 3 F 4
0000100  5.2284044 3 F 1
0000100 12.8866679 3 F 2
0000100  7.2592900 3 F 3
0000100 16.2714988 3 F 4
0000111  9.8983764 3 F 1
0000101 12.4011007 3 F 2
0000100 14.4475275 3 F 3
0000100  6.7203118 3 F 4
0000110  4.2902447 3 F 1
0000110  9.4048989 3 F 2
0000111  9.8794142 3 F 3
0000100 12.6176531 3 F 4
0000110  9.3824070 3 F 1
0000100 11.2397545 3 F 2
0000100 18.6581033 3 F 3
0000100 12.5371278 3 F 4
0000100  7.2554792 3 F 1
0000100  3.3890367 3 F 2
0000100 13.2118176 3 F 3
0000100 10.2788474 3 F 4
0000110  8.8133277 3 F 1
0000100  6.0149706 3 F 2
0000100 10.2284045 3 F 3
0000100  7.1641179 3 F 4
0000101  8.7806660 3 F 1
0000101 10.3277231 3 F 2
0000110  3.9412298 3 F 3
0000111 10.1618178 3 F 4
0000100  6.2565921 3 F 1
0000101  5.3858110 3 F 2
0000100 10.8506883 3 F 3
0000100  9.4188236 3 F 4
0000100  9.9314489 3 F 1
0000100 11.3129748 3 F 2
0000111  8.6214705 3 F 3
0000100 12.2795535 3 F 4
0000100 10.2037478 3 F 1
0000100 12.3706488 3 F 2
0000111  5.0805436 3 F 3
0000111  6.9113149 3 F 4
0000101 12.3257634 3 F 1
0000110 10.4323089 3 F 2
0000100 10.1279695 3 F 3
0000111 12.4878696 3 F 4
0000101  9.8645300 3 F 1
0000111  9.4639162 3 F 2
0000100 16.3985731 3 F 3
0000101  8.0459070 3 F 4
0000101  5.7352639 3 F 1
0000111  8.6005504 3 F 2
0000100  8.6066552 3 F 3
0000100 10.9734703 3 F 4
0000100  8.6285534 3 F 1
0000100  5.6805399 3 F 2
0000100  9.2490946 3 F 3
0000111 17.2802885 3 F 4
0000101 11.6431810 3 F 1
0000100  6.2839540 3 F 2
0000100 10.1972284 3 F 3
0000111 10.3480494 3 F 4
0000100  9.2731159 3 F 1
0000100 12.4475625 3 F 2
0000111  6.6907176 3 F 3
0000100 13.3932002 3 F 4
0000111  6.0505125 3 F 1
0000100 16.1185294 3 F 2
0000100  8.9622497 3 F 3
0000101 10.6786859 3 F 4
0000111  9.9774761 3 F 1
0000111  7.0588506 3 F 2
0000100  9.3502631 3 F 3
0000100  6.6236499 3 F 4
0000100  9.5985511 3 F 1
0000111 13.3290610 3 F 2
0000100  8.7662136 3 F 3
0000110  4.0203401 3 F 4
0000101  6.4646372 3 F 1
0000100 14.5118467 3 F 2
0000100  8.6534542 3 F 3
0000111  4.0215541 3 F 4
0000100 10.1720434 3 F 1
0000100  9.3421668 3 F 2
0000100  6.9168972 3 F 3
0000100  5.9624236 3 F 4
0000101  9.7384344 3 F 1
0000110  5.5057950 3 F 2
0000101 15.0976839 3 F 3
0000101  7.1533200 3 F 4
0000100 12.3552637 3 F 1
0000101  9.7278815 3 F 2
0000101  9.6776052 3 F 3
0000110 10.3604407 3 F 4
0000100 10.8253783 3 F 1
0000100  9.7114561 3 F 2
0000100  9.9327237 3 F 3
0000111 12.0070848 3 F 4
0000101 12.2872051 3 F 1
0000110 13.8963408 3 F 2
0000100 12.5836938 3 F 3
0000110  4.2570673 3 F 4
0000100  8.7823386 3 F 1
0000100  7.9513369 3 F 2
0000111  7.3698543 3 F 3
0000100  8.8647310 3 F 4
0000100 11.9691087 3 F 1
0000101  9.5285747 3 F 2
0000110  7.0211920 3 F 3
0000110 10.8418496 3 F 4
0000100  6.3571479 3 F 1
0000110  7.8093009 3 F 2
0000110 11.0654610 3 F 3
0000111  9.6157390 3 F 4
0000101  9.8696406 3 F 1
0000101  7.1992251 3 F 2
0000111 14.5504914 3 F 3
0000110 11.8238996 3 F 4
0000100  8.6033130 3 F 1
